event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
IRQ50108,1-Dec-23,2023,1,Strategic developments,Strategic developments,Change to group/activity,Global Coalition Against Daesh,Military Forces of the United States (2021-),8,,,0,80,,368,Middle East,Iraq,Al Anbar,Heet,Al Baghdady,Ain Assad Air Base,33.8,42.4333,1,Baghdad Today,National,"Security measures: On 1 December 2023, US forces enacted security measures including increased surveillance in and around the Ain Assad Air Base in Anbar. The security measures are in anticipation of new attacks targeting the base after the end of the Gaza ceasefire.",0,,1701732578
SYR121508,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Syria),Baggara Tribal Militia (Syria),5,QSD: Syrian Democratic Forces,,2,25,,760,Middle East,Syria,Deir ez Zor,Deir ez Zor,Kisreh,Kasra,35.567,39.9202,1,Facebook,New media,"On 1 December 2023, Baggara tribal militiamen burned a QSD center in Kasra town in Deir ez Zor countryside, after the killing of two young men.",0,crowd size=no report,1701732578
IRQ50118,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Iraq),Sadrist Movement,6,,,0,60,,368,Middle East,Iraq,Al Basrah,Al Basrah,Markaz Al Basrah,Basrah,30.533,47.7975,1,Basnews,National,"On 1 December 2023, hundreds of Sadrists protested in Basrah city. The protesters called on the Iraqi public to boycott the December 18 elections.",0,crowd size=hundreds,1701732578
SYR121527,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Al Fath Al Mubeen Operation Room,,2,Military Forces of Syria (2000-),,1,12,,760,Middle East,Syria,Lattakia,Al Haffa,Kansaba,Jeb al Ahmar,35.6741,36.2341,2,SHAAM; SOHR,Other-National,"On 1 December 2023, Al Fath Al Mubeen Operation Room shelled regime forces positions in Jeb al Ahmar area in Lattakia countryside with rockets. Casualties unknown.",0,,1701732578
SYR121531,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic Resistance in Iraq,,2,Global Coalition Against Daesh,Military Forces of the United States (2021-),8,28,,760,Middle East,Syria,Al Hasakeh,Al Hasakeh,Shadadah,Shadadah,36.0534,40.7268,2,Facebook; SHAAM; SOHR,Other-New media,"On 1 December 2023, suspected Islamic Resistance in Iraq shelled the vicinity of the US military base near Shadadah town in Al Hasakeh countryside with rockets. Casualties unknown.",0,,1701732578
IRQ50126,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,,368,Middle East,Iraq,Duhok,Al Amadiya,Barwari Bala,Metina,37.1683,43.2709,2,Beyaz Gazete; National Iraqi News Agency,National-Regional,"On 1 December 2023, Turkish airstrikes targeted 16 PKK positions in the Chiya-e Gara, Metina, Wadi Khakurik, and Silsilat Jibal Qandil regions of Erbil and Duhok. 1 event coded for each location. Casualties unknown.",0,,1701732578
SYR121571,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Al-Qasr,36.1297,36.8664,1,Facebook; SHAAM,New media-National,"On 1 December 2023, regime forces shelled Al-Qasr town in Aleppo countryside with artillery. Casualties unknown.",0,,1701732578
SYR121572,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Ariha,Ehsem,Deir Sunbul,35.6993,36.6055,1,SHAAM,National,"On 1 December 2023, regime forces shelled Deir Sunbul town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121573,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Al Mara,Kafr Nobol,Ftireh,35.6097,36.4853,1,SOHR,Other,"On 1 December 2023, regime forces shelled Ftireh town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121574,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Ariha,Ariha,Hersh Banin,35.7133,36.6556,1,SHAAM,National,"On 1 December 2023, regime forces shelled Hersh Banin town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121575,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,Liveuamap; SHAAM; SOHR,Local partner-New media,"On 1 December 2023, regime forces shelled the power station in Idleb city with rockets, which resulted in starting fires and a power cut. Casualties unknown.",0,,1701732578
SYR121576,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Kafr Amma,36.1409,36.8735,1,Facebook; SHAAM,New media-National,"On 1 December 2023, regime forces shelled Kafr Amma town in Aleppo countryside with artillery. Casualties unknown.",0,,1701732578
SYR121577,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Al Mara,Kafr Nobol,Kafr Oweid,35.6282,36.4575,1,SHAAM,National,"On 1 December 2023, regime forces shelled Kafr Oweid town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121578,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Aleppo,Jebel Saman,Atareb,Kafr Taal,36.1542,36.8935,1,SHAAM,National,"On 1 December 2023, regime forces shelled Kafr Taal town in Aleppo countryside with artillery. Casualties unknown.",0,,1701732578
SYR121579,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Ariha,Ariha,Shinan,35.7376,36.6101,1,SHAAM,National,"On 1 December 2023, regime forces shelled Shinan town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121580,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,,,0,10,,760,Middle East,Syria,Idleb,Idleb,Teftnaz,Teftnaz,35.9977,36.7833,1,Liveuamap; SHAAM,Local partner-New media,"On 1 December 2023, regime forces shelled Teftnaz town in Idleb countryside with artillery. Casualties unknown.",0,,1701732578
SYR121587,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,YPG: Peoples Protection Units,,2,28,,760,Middle East,Syria,Aleppo,Azaz,Azaz,Menagh - Military Airbase,36.522,37.0383,1,SHAAM; SOHR,Other-National,"On 1 December 2023, Turkish forces shelled Menagh - Military Airbase which is controlled by YPG in Aleppo countryside with heavy artillery. Casualties unknown.",0,,1701732578
SYR121595,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,,,0,80,,760,Middle East,Syria,Aleppo,Azaz,Tall Refaat,Al Baylouniyeh,36.5113,37.0848,1,SHAAM; SOHR,Other-National,"On 1 December 2023, Turkish forces shelled Al Baylouniyeh town in Aleppo countryside with heavy artillery. Casualties unknown.",0,,1701732578
SYR121596,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,,,0,80,,760,Middle East,Syria,Aleppo,Azaz,Tall Refaat,Ein Daqneh,36.5248,37.0776,1,SHAAM; SOHR,Other-National,"On 1 December 2023, Turkish forces shelled Ein Daqneh town in Aleppo countryside with heavy artillery. Casualties unknown.",0,,1701732578
SYR121598,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,,,0,80,,760,Middle East,Syria,Aleppo,Afrin,Afrin,Ibbin,36.4659,36.9933,1,SHAAM; SOHR,Other-National,"On 1 December 2023, Turkish forces shelled Ibbin town in Aleppo countryside with artillery. Casualties unknown.",0,,1701732578
SYR121608,1-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Syria),,5,,,0,50,,760,Middle East,Syria,As Sweida,Shahba,Shahba,Shahba,32.8545,36.627,1,Facebook; SOHR,Other-New media,"On 1 December 2023, tens of rioters organized a demonstration in front of Al Baath party branch in Shahba town in As Sweida countryside, and raided the branch and destroyed all photos and items inside.",0,crowd size=tens,1701732578
IRQ50142,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,,368,Middle East,Iraq,Erbil,Rawanduz,Balak,Silsilat Jibal Qandil,36.5331,45.0085,2,Beyaz Gazete; National Iraqi News Agency,National-Regional,"On 1 December 2023, Turkish airstrikes targeted 16 PKK positions in the Chiya-e Gara, Metina, Wadi Khakurik, and Silsilat Jibal Qandil regions of Erbil and Duhok. 1 event coded for each location. Casualties unknown.",0,,1701732579
IRQ50143,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,,368,Middle East,Iraq,Erbil,Rawanduz,Bradost,Wadi Khakurik,36.9599,44.6039,2,Beyaz Gazete; National Iraqi News Agency,National-Regional,"On 1 December 2023, Turkish airstrikes targeted 16 PKK positions in the Chiya-e Gara, Metina, Wadi Khakurik, and Silsilat Jibal Qandil regions of Erbil and Duhok. 1 event coded for each location. Casualties unknown.",0,,1701732579
IRQ50144,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,8,PKK: Kurdistan Workers Party,,2,28,,368,Middle East,Iraq,Duhok,Al Amadiya,Markaz Al Amadiya,Chiya-e Gara,37.0394,43.5175,2,Beyaz Gazete,Regional,"On 1 December 2023, Turkish warplanes conducted airstrikes targeting PKK in Gare region (Chiya-e Gara) of Duhok. Casualties unknown.",0,,1701732579
SYR121610,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Militia (Pro-Iran),,3,38,,760,Middle East,Syria,Deir ez Zor,Al Mayadin,Al Mayadin,Ain Ali,34.9467,40.4415,1,SOHR,Other,"On 1 December 2023, a drone by unknown military forces conducted an airstrike targeting a pro-Iranian military positions in Ain Ali area in Mahkan badia in Deir ez Zor countryside. Casualties unknown.",0,,1701732579
SYR121611,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Unidentified Military Forces,,8,Militia (Pro-Iran),,3,38,,760,Middle East,Syria,Deir ez Zor,Al Mayadin,Al Mayadin,Mahkan,34.976,40.4919,2,SOHR,Other,"On 1 December 2023, a drone by unknown military forces conducted an airstrike targeting a pro-Iranian military positions in Thahra in Mahkan badia in Deir ez Zor countryside. Casualties unknown.",0,,1701732579
SYR121627,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Tribal and Clan Forces,,4,QSD: Syrian Democratic Forces,,2,24,,760,Middle East,Syria,Deir ez Zor,Al Mayadin,Thiban,Al-Hawayij,35.0574,40.4924,1,Facebook,New media,"On 1 December 2023, Tribal and Clan Forces attacked QSD positions on the outskirts of Al-Hawayij town in Deir ez Zor countryside. Casualties unknown.",0,,1701732579
SYR121628,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Tribal and Clan Forces,,4,QSD: Syrian Democratic Forces,,2,24,,760,Middle East,Syria,Deir ez Zor,Al Mayadin,Thiban,Eastern Jurdi,34.872,40.639,1,Facebook,New media,"On 1 December 2023, Tribal and Clan Forces attacked QSD positions on the outskirts of Eastern Jurdi town in Deir ez Zor countryside. Casualties unknown.",0,,1701732579
IRQ50223,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Iraq),,3,Unidentified Armed Group (Iraq),,3,33,,368,Middle East,Iraq,Al Basrah,Al Zubair,Markaz Al Zubair,Al-Zubair,30.3921,47.7017,2,Al Mirbad,National,"On 1 December 2023, unknown gunmen clashed in the Durayhimiya area of Al-Zubair, Basrah. Local police intervened to stop the clash, arrested an unknown number, and chased others. 1 policeman was injured during the intervention. There were no fatalities.",0,,1701732579
IRQ50225,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,4,Unidentified Tribal Militia (Iraq),Police Forces of Iraq (2022-),4,44,,368,Middle East,Iraq,Diyala,Al Khalis,Markaz Al Khalis,Al Salam,33.8275,44.5203,2,Shafaaq News,National,"On 1 December 2023, a clash between cousins resulted in 1 fatality and 1 injured in Sarajiq village of Al Salam district, Diyala. The clash was triggered by an unspecified familial dispute. The fatality was an employee of the health department and the injured a member of the police. 1 fatality and 1 injured.",1,,1701732579
IRQ50226,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Unidentified Tribal Militia (Iraq),,4,Unidentified Tribal Militia (Iraq),,4,44,,368,Middle East,Iraq,Babil,Al Hilla,Al Kifil,Al Kifl,32.2301,44.3816,2,National Iraqi News Agency,National,"On 1 December 2023, unknown tribal militants clashed in the Khafaja area of Al Kifl district, Babil. Police intervened to stop the clash. The clash resulted in 3 injured but no fatalities.",0,,1701732579
SYR121654,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Syria),,6,,,0,60,,760,Middle East,Syria,As Sweida,As Sweida,As Sweida,As-Sweida,32.7068,36.568,1,Facebook,New media,"On 1 December 2023, locals organized a protest in Al Karama square in As-Sweida city, demanding to overthrow the regime, and the implementation of UN resolution 2254.",0,crowd size=no report,1701732579
SYR121657,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,,760,Middle East,Syria,Al Hasakeh,Ras Al Ain,Ras Al Ain,Abu Rasin,36.8465,40.3284,2,Facebook; SHAAM,New media-National,"On 1 December 2023, a landmine planted by unknown gunmen exploded and killed a QSD member in the vicinity of Abu Rasin town in Al Hasakeh countryside. 1 fatality.",1,,1701732579
SYR121664,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,,760,Middle East,Syria,Aleppo,Azaz,Nabul,Kherbet Sheikh Aqil,36.3118,36.9403,2,SHAAM,National,"On 1 December 2023, opposition rebels shelled regime forces positions on Kherbet Sheikh Aqil axis in Aleppo countryside with artillery. Casualties unknown.",0,,1701732579
